Ndets,ETotal_ac,ETotal_error_ac,ETotal_nsamp_ac,ac
10,-3457.472268,0.000578591161,4482,3
100,-3457.478571,0.0005012312595,4485,3
1000,-3457.482338,0.0003286637267,4272,3
10000,-3457.483667,0.0003893873258,3184,2
100000,-3457.48561,0.0004948868389,1676,2
1000000,-3457.486401,0.0007617090139,512,2
