# Initialising pie simulation from ipie_100000.json
# Setting batched to True.
# Git hash: ce6845f2991f320ea962d94abe596bea5eaa34fa-dirty.
# Git branch: main.
# Calculation uuid: 6ad0349e-0a44-11ed-bab9-42010a000033.
# Approximate memory available per node: 235.9874 GB.
# Running on 120 MPI ranks.
# Root processor name: clusternator-compute-0-16
# Python interpreter: 3.9.12 (main, Apr  5 2022, 06:56:58)  [GCC 7.5.0]
# Using numpy v1.19.2 from: /home/fmalone_google_com/miniconda3/envs/ipie_cpu/lib/python3.9/site-packages/numpy.
# - BLAS lib: mkl_rt pthread
# - BLAS dir: /home/fmalone_google_com/miniconda3/envs/ipie_cpu/lib
# Using scipy v1.6.2 from: /home/fmalone_google_com/miniconda3/envs/ipie_cpu/lib/python3.9/site-packages/scipy.
# Using h5py v3.6.0 from: /home/fmalone_google_com/miniconda3/envs/ipie_cpu/lib/python3.9/site-packages/h5py.
# Using mpi4py v3.1.3 from: /home/fmalone_google_com/miniconda3/envs/ipie_cpu/lib/python3.9/site-packages/mpi4py.
# - mpicc: /home/fmalone_google_com/miniconda3/envs/qmc/bin/mpicc
# Package cupy not found.
# MPIHandler detected 120 groups with 1 members each
# Parsing input options for systems.Generic.
# Number of alpha electrons: 16
# Number of beta electrons: 16
# Have shared memory: True
# Time to read integrals: 0.628997
# Note: symmetry not specified. Setting to default value of True.
# Time to pack Cholesky vectors: 0.028289
# Parsing input options for hamiltonians.Generic.
# Found real Choleksy integrals.
# Number of orbitals: 108
# Approximate memory required by Cholesky vectors 0.058660 GB
# Number of Cholesky vectors: 675
# Number of fields: 675
# Finished setting up hamiltonians.Generic object.
# Approximate memory required by packed Cholesky vectors 0.029602 GB
# random seed is 45718243
# Building trial wavefunction object.
# Setting filename to wfn.h5.
# Reading wavefunction from wfn.h5.
# Number of determinants in trial wavefunction: 100000
# Parsing input options for trial_wavefunction.MultiSlater.
# Setting wicks to True.
# Setting use_wicks_helper to True.
# Setting optimized to True.
# Creating trial wavefunction from CI-like expansion.
# Assuming RHF reference.
# Setting ndets to 100000.
# Setting compute_trial_energy to False.
# Assuming orthogonal trial wavefunction expansion.
# Trial wavefunction shape: (1, 108, 32)
# Using initial wavefunction from file.
# Setting ndets_for_trial_props to 100.
# Setting ndet_chunks to 10.
# Setting nact_orbitals to 28.
# Setting nelec_cas to 32.
# Using generalized Wick's theorem for the PHMSD trial
# Setting the first determinant in expansion as the reference wfn for Wick's theorem.
# Number of frozen orbitals: 0
# Number of occupied electrons in active space trial: (16, 16)
# Number of orbitals in active space trial: 28
# Dominant memory cost **per walker** for optimized energy evaluation using Wick's algorithm: 0.4023313522338867 GB.
# Setting additional member variables for Wick's theorem
# Reference alpha determinant: [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15]
# Reference beta determinant: [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15]
# Number of alpha determinants at each level: [1724, 22336, 49265, 23916, 2732, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
# Number of beta determinants at each level: [1724, 22337, 49264, 23916, 2732, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
# Computing 1-RDM of the trial wfn for mean-field shift.
# Using first 100 determinants for evaluation.
# Time to compute 1-RDM: 3.959364652633667 s
# Finished setting up trial_wavefunction.MultiSlater.
# Constructing half rotated Cholesky vectors.
# Shape of alpha half-rotated Cholesky: (675, 1728)
# Shape of beta half-rotated Cholesky: (675, 1728)
# Only performing half-rotation of the reference determinant
# Half-Rotating Cholesky for determinant.
# Memory required by half-rotated integrals:  0.0174 GB.
# Time to half-rotated integrals: 0.0035543441772460938 s.
# Note: recompute_ci not specified. Setting to default value of False.
# Note: spin_proj not specified. Setting to default value of None.
# Note: init_walker not specified. Setting to default value of None.
# WARNING: skipping trial energy calculation is requested.
# Getting propagator driver
# Parsing input options for propagation.Continuous.
# Using continuous Hubbard--Stratonovich transformations.
# Using phaseless approximation: True
# Setting force bias to True.
# Time to mean field shift: 0.009953975677490234 s
# Absolute value of maximum component of mean field shift: 8.97119938e+00.
# Finished setting up propagation.GenericContinuous.
# Using hybrid weight update.
# Using phaseless approximation.
# Setting up estimator object.
# Writing estimator data to estimates_100000.h5.
# Finished settting up estimator object.
# Getting WalkerBatchHandler
# Setting up walkers.handler_batch.Walkers.
# qmc.nwalkers = 10
# qmc.ntot_walkers = 1200
# Using single det walker with a multi det trial.
# Note: population_control not specified. Setting to default value of pair_branch.
# Using pair_branch population control algorithm.
# Buffer size for communication: 5.16027212e-05 GB
# Finish setting up walkers.handler.Walkers.
# NOTE: cupy available but qmc.gpu == False.
#       If this is unintended set gpu option in qmc  section.
# Available memory on the node is 235.987 GB
# Explanation of output column headers:
# -------------------------------------
# Iteration : Simulation iteration. iteration*dt = tau.
# WeightFactor : Rescaling Factor from population control.
# Weight : Total walker weight.
# E_num : Numerator for projected energy estimator.
# E_denom : Denominator for projected energy estimator.
# ETotal : Projected energy estimator.
# E1Body : Mixed one-body energy estimator.
# E2Body : Mixed two-body energy estimator.
# EHybrid : Hybrid energy.
# Overlap : Walker average overlap.
# Nav : Average number of electrons.
# Time : Time per processor to complete one iteration.
        Iteration      WeightFactor            Weight            ENumer            EDenom            ETotal            E1Body            E2Body           EHybrid           Overlap              Time
 0.0000000000e+00  1.2000000000e+03  1.2000000000e+03 -6.4998242293e+05  1.2000000000e+03 -5.4165201910e+02 -7.4251670879e+02  2.0086468968e+02  0.0000000000e+00  7.7249892976e-01  7.9689032658e+01
 1.2500000000e+02  2.0169121164e+03  1.5006184312e+03 -6.5045883105e+05  1.2000000000e+03 -5.4204902588e+02 -7.4198225011e+02  1.9993322424e+02 -2.1408079028e+01  3.3150242401e-01  1.6624923718e+00
 2.5000000000e+02  1.2304189563e+03  1.2011991023e+03 -6.5049494926e+05  1.2000000000e+03 -5.4207912439e+02 -7.4176425893e+02  1.9968513454e+02 -2.1548023224e+01  8.3632532515e-02  1.6586168479e+00
 3.7500000000e+02  1.1990411618e+03  1.1995729072e+03 -6.5051525571e+05  1.2000000000e+03 -5.4209604643e+02 -7.4171393963e+02  1.9961789320e+02 -2.1559711786e+01  4.8733749115e-02  1.6533003837e+00
 5.0000000000e+02  1.1982468429e+03  1.1993163086e+03 -6.5049705456e+05  1.2000000000e+03 -5.4208087880e+02 -7.4164557589e+02  1.9956469709e+02 -2.1559018581e+01  3.3158458960e-02  1.6486709728e+00
 6.2500000000e+02  1.1979324455e+03  1.1991550376e+03 -6.5051365344e+05  1.2000000000e+03 -5.4209471120e+02 -7.4161545215e+02  1.9952074095e+02 -2.1553870894e+01  2.5233543830e-02  1.6506686834e+00
 7.5000000000e+02  1.1983489550e+03  1.1992694394e+03 -6.5053308256e+05  1.2000000000e+03 -5.4211090213e+02 -7.4161243262e+02  1.9950153048e+02 -2.1574607726e+01  1.9215435137e-02  1.6491407248e+00
 8.7500000000e+02  1.1978533543e+03  1.1990871306e+03 -6.5051722054e+05  1.2000000000e+03 -5.4209768378e+02 -7.4157421143e+02  1.9947652764e+02 -2.1583574761e+01  1.4825679387e-02  1.6505023451e+00
 1.0000000000e+03  1.1971987002e+03  1.1986142599e+03 -6.5052511177e+05  1.2000000000e+03 -5.4210425981e+02 -7.4163694084e+02  1.9953268103e+02 -2.1577301966e+01  1.2416092242e-02  1.6496121625e+00
 1.1250000000e+03  1.1967841536e+03  1.1985356380e+03 -6.5052462404e+05  1.2000000000e+03 -5.4210385337e+02 -7.4160003949e+02  1.9949618612e+02 -2.1565314226e+01  1.0173593581e-02  1.6498322268e+00
 1.2500000000e+03  1.1969079839e+03  1.1986298886e+03 -6.5051951042e+05  1.2000000000e+03 -5.4209959202e+02 -7.4162172519e+02  1.9952213317e+02 -2.1566241340e+01  8.7671981559e-03  1.6489183986e+00
 1.3750000000e+03  1.1969320033e+03  1.1985619005e+03 -6.5051728130e+05  1.2000000000e+03 -5.4209773441e+02 -7.4167215712e+02  1.9957442270e+02 -2.1571950452e+01  7.4911013677e-03  1.6502952538e+00
 1.5000000000e+03  1.1963514883e+03  1.1983616565e+03 -6.5052015051e+05  1.2000000000e+03 -5.4210012543e+02 -7.4166142737e+02  1.9956130195e+02 -2.1573116318e+01  6.3838179358e-03  1.6481815337e+00
 1.6250000000e+03  1.1968484054e+03  1.1983713585e+03 -6.5052422776e+05  1.2000000000e+03 -5.4210352313e+02 -7.4164879219e+02  1.9954526906e+02 -2.1585022607e+01  5.5922270145e-03  1.6496706783e+00
 1.7500000000e+03  1.1966118788e+03  1.1981232980e+03 -6.5052201689e+05  1.2000000000e+03 -5.4210168075e+02 -7.4167107143e+02  1.9956939068e+02 -2.1587820582e+01  5.0199621853e-03  1.6520009448e+00
 1.8750000000e+03  1.1967895132e+03  1.1979641344e+03 -6.5051660091e+05  1.2000000000e+03 -5.4209716742e+02 -7.4171342100e+02  1.9961625358e+02 -2.1585540102e+01  4.5315704911e-03  1.6494792336e+00
 2.0000000000e+03  1.1953983916e+03  1.1978375228e+03 -6.5052086936e+05  1.2000000000e+03 -5.4210072447e+02 -7.4171616374e+02  1.9961543927e+02 -2.1571721997e+01  4.0897511384e-03  1.6495180329e+00
 2.1250000000e+03  1.1958712547e+03  1.1977951517e+03 -6.5050668484e+05  1.2000000000e+03 -5.4208890404e+02 -7.4168731626e+02  1.9959841223e+02 -2.1571432362e+01  3.8384620271e-03  1.6497830623e+00
 2.2500000000e+03  1.1960657184e+03  1.1975281321e+03 -6.5051713829e+05  1.2000000000e+03 -5.4209761524e+02 -7.4166028378e+02  1.9956266854e+02 -2.1558213449e+01  3.5607369640e-03  1.6504710646e+00
 2.3750000000e+03  1.1961194121e+03  1.1977951380e+03 -6.5051817473e+05  1.2000000000e+03 -5.4209847894e+02 -7.4173253576e+02  1.9963405682e+02 -2.1570530445e+01  3.2781475440e-03  1.6554473358e+00
 2.5000000000e+03  1.1972611977e+03  1.1977345501e+03 -6.5051159717e+05  1.2000000000e+03 -5.4209299764e+02 -7.4164672248e+02  1.9955372484e+02 -2.1578303851e+01  3.0148341912e-03  1.6581292434e+00
 2.6250000000e+03  1.1954874433e+03  1.1973129721e+03 -6.5049519166e+05  1.2000000000e+03 -5.4207932639e+02 -7.4160296079e+02  1.9952363440e+02 -2.1559839083e+01  2.8694586325e-03  1.6505035809e+00
 2.7500000000e+03  1.1961438181e+03  1.1974788786e+03 -6.5050802416e+05  1.2000000000e+03 -5.4209002013e+02 -7.4173287572e+02  1.9964285559e+02 -2.1564418699e+01  2.7595213750e-03  1.6505747536e+00
 2.8750000000e+03  1.1969414605e+03  1.1974362720e+03 -6.5050437068e+05  1.2000000000e+03 -5.4208697557e+02 -7.4167974150e+02  1.9959276593e+02 -2.1570513839e+01  2.6672746252e-03  1.6522289151e+00
 3.0000000000e+03  1.1959799098e+03  1.1973976373e+03 -6.5050062515e+05  1.2000000000e+03 -5.4208385429e+02 -7.4168706688e+02  1.9960321258e+02 -2.1573462589e+01  2.5041046843e-03  1.6516380470e+00
 3.1250000000e+03  1.1963068321e+03  1.1972812097e+03 -6.5051720897e+05  1.2000000000e+03 -5.4209767415e+02 -7.4169783654e+02  1.9960016240e+02 -2.1578684233e+01  2.3918005003e-03  1.6506550362e+00
 3.2500000000e+03  1.1965541444e+03  1.1970943127e+03 -6.5050826645e+05  1.2000000000e+03 -5.4209022204e+02 -7.4169784805e+02  1.9960762600e+02 -2.1569407013e+01  2.2578728566e-03  1.6516601948e+00
